track_uri,track_name,artist_name,release_year,explicit,danceability,energy,speechiness,acousticness,liveness,valence,tempo,track_duration_s,genres
spotify:track:3Pj6u2KTgepyyidp5xfbHp,ashes,stellar,2020,true,0.712,0.568,0.0546,0.0947,0.169,0.46,130.019,166.35,social media pop
spotify:track:5a3L9h9YfI96BMs4QaKJ67,music to my heart,"shab, martinez twins",2021,false,0.755,0.796,0.0505,0.00773,0.0502,0.509,116.877,176.28,social media pop
spotify:track:0RmXtDH1cBMGImRrmn5xL6,turn me on,kevin lyttle,2004,false,0.677,0.682,0.0361,0.0405,0.0351,0.875,106.279,192.11,"soca,vincy soca"
spotify:track:27NdsozWYH0EAnrhO4RAZ2,19,paul hardcastle,2008,false,0.753,0.897,0.073,0.00281,0.351,0.937,117.937,210.85,smooth jazz
spotify:track:4h4QlmocP3IuwYEj2j14p8,sunroof,"nicky youre, dazy",2021,false,0.768,0.714,0.0401,0.352,0.15,0.842,131.443,163.03,singer-songwriter pop
spotify:track:5mjYQaktjmjcMKcUIcqz4s,strangers,kenya grace,2023,false,0.628,0.523,0.0946,0.701,0.219,0.416,169.982,172.96,singer-songwriter pop
spotify:track:6tNQ70jh4OwmPGpYy6R2o9,beautiful things,benson boone,2024,false,0.472,0.471,0.0603,0.151,0.14,0.219,105.029,180.3,singer-songwriter pop
spotify:track:1A6X8840ZrptR1oJu8skSW,i should have known better,jim diamond,2003,false,0.494,0.44,0.0267,0.214,0.155,0.187,78.445,244.51,scottish new wave
spotify:track:6f5ExP43esnvdKPddwKXJH,better days (neiked x mae muller x polo g),"neiked, mae muller, polo g",2021,false,0.717,0.671,0.0337,0.0018,0.0921,0.699,110.054,160.66,"scandipop,uk contemporary r&b,uk pop,chicago rap,rap"
spotify:track:6FdbXoRiZ5wH8x3vf7s9Xh,let it go - dj boat remix,"josefine, dj boat",2021,false,0.753,0.649,0.0357,0.0583,0.147,0.493,112.026,224.44,"scandipop,ghanaian alternative"
spotify:track:7C1trmcQQ5n5RNy4l6ziCv,some say - felix jaehn remix,"nea, felix jaehn",2020,false,0.682,0.7,0.0397,0.406,0.174,0.637,120.03,186.88,"scandipop,edm,german dance,pop dance,tropical house,uk dance"
spotify:track:4LjfIjS8iweFCPdKxLnEoV,let me think about it,"ida corr, fedde le grand",2013,false,0.762,0.754,0.046,0.00022,0.146,0.715,129.026,151.98,"scandipop,dutch house,edm,electro house,house,pop dance,progressive electro house,progressive house"
spotify:track:5kE33DBadQiJH6xVJh8vR5,let me think about it - ida corr vs fedde le grand / radio edit,"ida corr, fedde le grand",2009,false,0.779,0.731,0.047,0.00059,0.134,0.765,129.087,150.93,"scandipop,dutch house,edm,electro house,house,pop dance,progressive electro house,progressive house"
spotify:track:3AsAuGTaDQzavZZThyYlop,sexual,"neiked, dyo",2016,false,0.803,0.569,0.0739,0.0623,0.083,0.809,107.986,188.89,"scandipop,alte"
spotify:track:7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),"powfu, beabadoobee",2020,false,0.726,0.431,0.135,0.731,0.696,0.348,144.026,173.33,"sad lo-fi,sad rap,bedroom pop,bubblegrunge,indie pop,pov: indie"
spotify:track:1qJRJSd8TRFGkT5cnN93s9,sometimes when we touch - radio edit,"newton, starlab",2013,false,0.592,0.815,0.0529,0.0799,0.216,0.689,133.918,235.92,ruta destroy
spotify:track:0uMMLry3hzWGn3q3loqMkm,la bamba,los lobos,1987,false,0.506,0.764,0.046,0.144,0.247,0.868,156.336,174.19,roots rock
spotify:track:1yxq9qEfCssIhQGWJVS2rF,fake it,sore,2021,false,0.768,0.795,0.141,0.231,0.173,0.718,112.059,147.86,romanian pop
spotify:track:0PhL7aecZxj0wLXIdjmNft,mr. saxobeat - radio edit,alexandra stan,2016,false,0.732,0.925,0.051,0.0276,0.14,0.782,127.012,195.1,romanian pop
spotify:track:7jaSSARL6ZLVuD4NePLHlo,mr. saxobeat - radio edit,alexandra stan,2011,false,0.72,0.925,0.0511,0.0276,0.14,0.781,127.004,195.1,romanian pop
spotify:track:5iE8XbgDYW0OeRINyq3VPG,rockabilly rebel,matchbox,1979,false,0.639,0.964,0.0407,0.556,0.143,0.925,107.809,167.04,"rockabilly,uk rockabilly"
spotify:track:6MMCmTM5NY65MYgFHK3eQt,let's think about living,bob luman,2016,false,0.613,0.636,0.0713,0.717,0.446,0.962,96.762,124.8,rockabilly
spotify:track:3UCmuRdeTriWgOZMEJsfqZ,spanish harlem,ben e. king,1961,false,0.608,0.594,0.0435,0.32,0.129,0.789,125.166,174.29,"rock-and-roll,soul"
spotify:track:3SdTKo2uVsxFblQjpScoHy,stand by me,ben e. king,1962,false,0.65,0.306,0.0393,0.57,0.0707,0.605,118.068,180.06,"rock-and-roll,soul"
spotify:track:7ph9KLEqfHQrft1veyukXy,because they’re young,duane eddy,2016,false,0.678,0.777,0.0332,0.514,0.096,0.965,120.568,124.51,"rock-and-roll,rockabilly,surf music"
spotify:track:126MvlJjQXgM7IC0SC5qQz,there's always me - alt. take 2,"elvis presley, the jordanaires",2002,false,0.461,0.151,0.0277,0.915,0.195,0.326,72.466,152.97,"rock-and-roll,rockabilly,country gospel"
spotify:track:7edh8OtYc5f45mstsWWQ9y,kissin' cousins - 2003 sony remaster,"elvis presley, the jordanaires",2007,false,0.629,0.594,0.0407,0.659,0.433,0.968,84.866,131.75,"rock-and-roll,rockabilly,country gospel"
spotify:track:7FNIEfhhBlzsZFxCwI5Nwh,a little less conversation - jxl radio edit remix,"elvis presley, junkie xl",2002,false,0.59,0.976,0.0488,0.000154,0.155,0.686,114.996,213.24,"rock-and-roll,rockabilly,big beat,soundtrack"
spotify:track:2aEeghgUcnu75tzcolFMfs,la bamba - single version,ritchie valens,1959,false,0.516,0.809,0.0545,0.787,0.303,0.939,75.099,126.96,"rock-and-roll,rockabilly"
spotify:track:0keSRaydiSOTh2g65Xsdv6,beatnik fly,"johnny & the hurricanes, johnny paris",2010,false,0.502,0.811,0.0348,0.313,0.12,0.941,178.077,134.77,"rock-and-roll,rockabilly"
spotify:track:0TMrV95mP7sDlvbE4iVfKP,be-bop-a-lula,gene vincent & his blue caps,1996,false,0.607,0.561,0.0425,0.421,0.298,0.841,127.638,157.21,"rock-and-roll,rockabilly"
spotify:track:1EQM2dzVfURV0WklqRK4rV,(such an) easy question,elvis presley,1962,false,0.648,0.304,0.036,0.82,0.117,0.641,104.774,140.77,"rock-and-roll,rockabilly"
spotify:track:2DdtOIqWNDcrPEDAJv0VFe,do the clam,elvis presley,1965,false,0.707,0.643,0.0435,0.193,0.61,0.93,128.972,196.49,"rock-and-roll,rockabilly"
spotify:track:7iBBcw61QVJxI3NDzlpX2E,love me tender,elvis presley,2002,false,0.454,0.0529,0.039,0.879,0.106,0.315,112.101,162.07,"rock-and-roll,rockabilly"
spotify:track:1H5IfYyIIAlgDX8zguUzns,suspicious minds,elvis presley,1969,false,0.487,0.382,0.0309,0.0422,0.411,0.714,116.557,261.28,"rock-and-roll,rockabilly"
spotify:track:1puwYWRSG7g0d8ChPmOV6t,ain't that loving you baby,elvis presley,1968,false,0.584,0.761,0.0414,0.643,0.079,0.913,138.143,143.01,"rock-and-roll,rockabilly"
spotify:track:1OtWwtGFPXVhdAVKZHwrNF,suspicious minds,elvis presley,1969,false,0.474,0.343,0.0298,0.0225,0.152,0.607,114.877,263.97,"rock-and-roll,rockabilly"
spotify:track:5D87YPNveULyllS5LGjjwE,edge of reality,elvis presley,1970,false,0.563,0.324,0.0282,0.694,0.404,0.467,103.495,195.92,"rock-and-roll,rockabilly"
spotify:track:7M02kXq1w8EppeQzkc8BoB,rubberneckin' - paul oakenfold remix / radio edit,elvis presley,2003,false,0.583,0.895,0.0325,0.000785,0.122,0.931,141.986,209.24,"rock-and-roll,rockabilly"
spotify:track:5Q7ayTarb9Tpmkik5cVMug,viva las vegas,elvis presley,1968,false,0.608,0.567,0.0445,0.819,0.344,0.861,144.034,144.84,"rock-and-roll,rockabilly"
spotify:track:1dIChAQ6MLzIsXWl6vWAqX,kentucky rain,elvis presley,1969,false,0.411,0.374,0.0282,0.427,0.154,0.558,105.265,195.72,"rock-and-roll,rockabilly"
spotify:track:4gphxUgq0JSFv2BCLhNDiE,jailhouse rock,elvis presley,1958,false,0.647,0.582,0.0755,0.41,0.0715,0.915,167.396,146.48,"rock-and-roll,rockabilly"
spotify:track:5gu5laRy0DJd17tb6bRMNm,i'm yours,elvis presley,1962,false,0.343,0.19,0.0439,0.697,0.123,0.262,99.835,140.84,"rock-and-roll,rockabilly"
spotify:track:6U4FfDDSysMWEjNqcCM6nO,all shook up,elvis presley,2022,false,0.665,0.668,0.168,0.837,0.192,0.938,73.851,118.07,"rock-and-roll,rockabilly"
spotify:track:2inb1KNU2bGIkldLsuDb83,crying in the chapel,elvis presley,1967,false,0.255,0.193,0.0363,0.948,0.343,0.164,70.536,145.4,"rock-and-roll,rockabilly"
spotify:track:0HxW0WWidM937oF7IpWERb,burning love,elvis presley,2007,false,0.646,0.935,0.0356,0.107,0.31,0.972,143.016,176.41,"rock-and-roll,rockabilly"
spotify:track:1vGfZYrNSxT72PdgToMubU,such a night,elvis presley,1960,false,0.418,0.766,0.0862,0.747,0.222,0.906,171.755,178.76,"rock-and-roll,rockabilly"
spotify:track:1Ya87xcJInskhE5joOq9tP,way down,elvis presley,2002,false,0.462,0.87,0.076,0.501,0.28,0.507,148.304,157.33,"rock-and-roll,rockabilly"
spotify:track:6p8LNHMqJiUMjPXy4rnO5H,it's now or never,elvis presley,2022,false,0.645,0.493,0.0344,0.641,0.286,0.753,126.4,194.6,"rock-and-roll,rockabilly"
spotify:track:07tIFArv3ZMAVCwQE3nvA2,i've lost you,elvis presley,1970,false,0.246,0.385,0.0395,0.587,0.697,0.458,155.949,220.77,"rock-and-roll,rockabilly"
spotify:track:4qbLOU1T7xgTH87eUSkvJ1,(marie's the name) his latest flame,elvis presley,2002,false,0.661,0.917,0.0375,0.565,0.134,0.893,105.289,127.09,"rock-and-roll,rockabilly"
spotify:track:4baNC6PNq37xOVRqoZcNY5,my boy,elvis presley,1974,false,0.387,0.534,0.0331,0.586,0.607,0.372,92.475,198.85,"rock-and-roll,rockabilly"
spotify:track:2eSj0HHwB9aHJQ7zFOu90G,don't cry daddy,elvis presley,1969,false,0.44,0.196,0.0272,0.804,0.179,0.333,85.776,167.75,"rock-and-roll,rockabilly"
spotify:track:366wRPrx2airjcCRkxgoS2,surrender,elvis presley,1963,false,0.38,0.638,0.0504,0.75,0.258,0.749,79.125,114.2,"rock-and-roll,rockabilly"
spotify:track:01u6AEzGbGbQyYVdxajxqk,don't be cruel,elvis presley,1958,false,0.697,0.55,0.179,0.856,0.0907,0.844,84.802,122.89,"rock-and-roll,rockabilly"
spotify:track:1mPt6pPmOcVYFsVqT2N03V,don't be cruel,elvis presley,2022,false,0.68,0.675,0.191,0.772,0.069,0.805,84.967,122.87,"rock-and-roll,rockabilly"
spotify:track:7KWoeBqSdZHEloYKVxssfG,in the ghetto,elvis presley,1969,false,0.404,0.266,0.0334,0.716,0.107,0.491,88.916,167.41,"rock-and-roll,rockabilly"
spotify:track:64Ny7djQ6rNJspquof2KoX,hound dog,elvis presley,1958,false,0.494,0.756,0.0499,0.733,0.76,0.949,86.895,136.03,"rock-and-roll,rockabilly"
spotify:track:6xNwKNYZcvgV3XTIwsgNio,heartbreak hotel,elvis presley,1958,false,0.696,0.21,0.067,0.84,0.107,0.717,93.543,127.56,"rock-and-roll,rockabilly"
spotify:track:47gmoUrZV3w20JAnQOZMcO,blue suede shoes,elvis presley,1956,false,0.557,0.66,0.056,0.654,0.138,0.962,95.252,119.2,"rock-and-roll,rockabilly"
spotify:track:22Z6ClJxSRovjPiswfCg3V,bossa nova baby,elvis presley,1963,false,0.755,0.736,0.107,0.657,0.226,0.953,106.777,122.76,"rock-and-roll,rockabilly"
spotify:track:19gotedXtqeE8dWju6WURW,good luck charm,elvis presley,1963,false,0.618,0.467,0.0336,0.56,0.5,0.904,121.646,145.08,"rock-and-roll,rockabilly"
spotify:track:5nP6bZZpeT9hbtvePmy9ko,moody blue,elvis presley,1977,false,0.643,0.729,0.0297,0.674,0.173,0.963,135.29,169.32,"rock-and-roll,rockabilly"
spotify:track:0kgPOfU1Day0WXILm9Q9ZT,it's now or never,elvis presley,2017,false,0.631,0.426,0.0356,0.521,0.512,0.781,126.156,195.8,"rock-and-roll,rockabilly"
spotify:track:0LfJkvPNCNEMLpZJgDQiV1,the wonder of you,elvis presley,2007,false,0.448,0.691,0.0286,0.286,0.945,0.633,88.836,153.2,"rock-and-roll,rockabilly"
spotify:track:7bA1DHtoJAvqyL42gHwOLa,stuck on you,elvis presley,2002,false,0.649,0.678,0.0463,0.775,0.129,0.96,131.719,138.83,"rock-and-roll,rockabilly"
spotify:track:44AyOl4qVkzS48vBsbNXaC,can't help falling in love,elvis presley,1961,false,0.396,0.293,0.0275,0.941,0.105,0.343,100.307,182.36,"rock-and-roll,rockabilly"
spotify:track:0g8CHbsID9fZ8eDstzYtHi,separate ways,elvis presley,1973,false,0.462,0.371,0.0443,0.901,0.133,0.506,89.976,156.44,"rock-and-roll,rockabilly"
spotify:track:5ueyLj6e6oVaTY0KQ6yLaA,all shook up,elvis presley,1958,false,0.624,0.468,0.132,0.881,0.144,0.952,74.139,117.08,"rock-and-roll,rockabilly"
spotify:track:2MA3h5MsIglWsU5tVZ2jJD,i really don't want to know,elvis presley,1971,false,0.297,0.337,0.034,0.679,0.136,0.328,78.405,178.24,"rock-and-roll,rockabilly"
spotify:track:2cdzutoqFK6sfW6exi7oXh,return to sender,elvis presley,2002,false,0.838,0.617,0.0429,0.575,0.0785,0.971,131.719,128.31,"rock-and-roll,rockabilly"
spotify:track:4iEuVk3bKkZcu8vcv7gR4I,little sister,elvis presley,2009,false,0.6,0.622,0.0751,0.432,0.223,0.924,139.501,151.59,"rock-and-roll,rockabilly"
spotify:track:3fUO5xaBs4B0tfepi7fh7p,stuck on you,elvis presley,2000,false,0.669,0.528,0.0381,0.786,0.123,0.942,131.897,139.67,"rock-and-roll,rockabilly"
spotify:track:5QWQ9ChSbNDTSx1iZp961C,wooden heart,elvis presley,2002,false,0.647,0.336,0.0645,0.8,0.0719,0.905,164.249,121.6,"rock-and-roll,rockabilly"
spotify:track:2jRGnaJc5ttlJFgGN0dBY9,(you're the) devil in disguise,elvis presley,2017,false,0.483,0.604,0.126,0.542,0.301,0.877,122.606,140.31,"rock-and-roll,rockabilly"
spotify:track:6vXZs9rEQF7Nd6O8Ue7NrT,are you lonesome tonight,elvis presley,1963,false,0.355,0.0922,0.0515,0.918,0.106,0.191,65.952,187.03,"rock-and-roll,rockabilly"
spotify:track:2DUbzMIzQz7k28KKF2fpgo,you don't have to say you love me,elvis presley,2007,false,0.321,0.563,0.0496,0.589,0.348,0.687,115.813,150.53,"rock-and-roll,rockabilly"
spotify:track:3oAWTk92mZBxKBOKf8mR5v,summertime blues,eddie cochran,1960,false,0.714,0.886,0.0554,0.116,0.18,0.954,156.351,119.36,"rock-and-roll,rockabilly"
spotify:track:6Ie2IgHpf1Pgdo5swugul3,slow twistin',chubby checker,1962,false,0.804,0.689,0.0319,0.126,0.0391,0.924,120.279,164.85,"rock-and-roll,rockabilly"
spotify:track:2XPEv2sB6c44DSocT2TwAc,pony time,chubby checker,1962,false,0.453,0.609,0.0296,0.00868,0.0797,0.96,77.36,147.43,"rock-and-roll,rockabilly"
spotify:track:4R6LAvOMzkTJcFbSOmmEh9,the twist,chubby checker,1961,false,0.533,0.638,0.0341,0.202,0.0729,0.937,156.663,153.76,"rock-and-roll,rockabilly"
spotify:track:0zZHGbPRCbMSCZbSgmHQgg,the fly,chubby checker,1961,false,0.464,0.923,0.0495,0.195,0.104,0.844,77.482,148.89,"rock-and-roll,rockabilly"
spotify:track:50ZhLFpAf5nWUH9GlCwrWn,let's twist again,chubby checker,1961,false,0.605,0.747,0.158,0.244,0.16,0.886,83.793,136.67,"rock-and-roll,rockabilly"
spotify:track:0hnl28YoqqnkIq4e0LgTD4,(we're gonna) rock around the clock,bill haley & his comets,2007,false,0.817,0.727,0.0927,0.412,0.116,0.903,89.756,133.93,"rock-and-roll,rockabilly"
spotify:track:1uRKT2LRANv4baowBWHfDS,(we're gonna) rock around the clock,bill haley & his comets,1955,false,0.811,0.859,0.168,0.205,0.0761,0.784,90.686,129.89,"rock-and-roll,rockabilly"
spotify:track:0VMGij4wSGBM5pSTcqjxeD,sea of love - 2006 remaster,the honeydrippers,1984,false,0.422,0.411,0.0257,0.111,0.324,0.393,82.737,183.88,rock-and-roll
spotify:track:34SVMYbQAA41ddkcGPJUvy,living doll - 2000 remastered version,cliff richard & the drifters,2011,false,0.552,0.322,0.0597,0.491,0.0915,0.778,62.693,161.09,rock-and-roll
spotify:track:01ZVz0QNgPoavSdYzoerW7,hey baby - remastered,bruce channel,2017,false,0.632,0.552,0.037,0.203,0.307,0.557,130.052,139.62,rock-and-roll
spotify:track:45kW7SZVsIm8mYfs8BXExE,mamy blue,joel daydé,1970,false,0.566,0.622,0.0481,0.452,0.196,0.631,110.792,220.95,rock progressif francais
spotify:track:3CAWvns1fmJrNMPk4prasj,rev it up,jerry harrison,1987,false,0.723,0.722,0.0428,0.0184,0.0665,0.917,95.262,251.47,rock keyboard
spotify:track:40JVyQzjWxUzymi6pcjdWn,separate lives (love theme from white nights),"phil collins, marilyn martin",1998,false,0.327,0.283,0.0313,0.246,0.172,0.202,96.153,246.53,"rock drums,soft rock"
spotify:track:4Y8vb1uy9IjM2V1hqvrAid,you'll be in my heart,phil collins,1999,false,0.568,0.748,0.0299,0.0627,0.0947,0.647,96.588,256.73,"rock drums,soft rock"
spotify:track:6C2v1wGseKguLvZ7Fsmgtq,another day in paradise,phil collins,1998,false,0.789,0.465,0.0319,0.731,0.0513,0.481,101.959,322.47,"rock drums,soft rock"
spotify:track:2W6PNGCN4PGwPMf1jYazL4,can't stop loving you - 2016 remaster,phil collins,2002,false,0.604,0.778,0.0259,0.00726,0.114,0.419,100.155,256.45,"rock drums,soft rock"
spotify:track:2hMF7H2dO3oMz1WwIQnQw1,against all odds (take a look at me now),phil collins,1998,false,0.594,0.444,0.0284,0.255,0.159,0.139,116.225,204.6,"rock drums,soft rock"
spotify:track:0vDSWxRlWN0LWsSQdGIPuE,two hearts - 2016 remaster,phil collins,2016,false,0.568,0.912,0.0367,0.299,0.0717,0.729,155.514,204.25,"rock drums,soft rock"
spotify:track:5DYQPfFIqAQzUk1Wfde8SJ,take me home,phil collins,1998,false,0.617,0.695,0.0458,0.363,0.0603,0.561,118.772,352.57,"rock drums,soft rock"
spotify:track:6eyqdgLPrzPyK3sKQVzIJl,something happened on the way to heaven,phil collins,1998,false,0.671,0.779,0.0268,0.135,0.173,0.894,114.634,291.37,"rock drums,soft rock"
spotify:track:6fkvIT9KFKxO8poBeKfaEf,one more night - 2016 remaster,phil collins,1985,false,0.534,0.442,0.0308,0.788,0.0986,0.343,136.369,288.97,"rock drums,soft rock"
spotify:track:3BSi5qoJGLab7rn7zfmTPA,a groovy kind of love - 2016 remaster,phil collins,2016,false,0.456,0.243,0.0286,0.414,0.116,0.19,144.13,210.35,"rock drums,soft rock"
spotify:track:4qM461TqtpnP4GLRIXwEnW,sussudio - 2016 remaster,phil collins,1985,false,0.714,0.935,0.0849,0.0529,0.0515,0.725,121.232,263.11,"rock drums,soft rock"
spotify:track:3CFRrpmTnGYi0JC7QDIxFP,don't lose my number - 2016 remaster,phil collins,1985,false,0.581,0.833,0.0799,0.172,0.0581,0.952,80.575,288.91,"rock drums,soft rock"
spotify:track:18AXbzPzBS8Y3AkgSxzJPb,in the air tonight - 2015 remastered,phil collins,1981,false,0.446,0.239,0.0316,0.551,0.0697,0.298,189.507,336.45,"rock drums,soft rock"
spotify:track:4F2t297QK40XFcIHqkmLHs,i wish it would rain down - 2016 remaster,phil collins,1989,false,0.51,0.667,0.0294,0.292,0.313,0.356,125.887,327.75,"rock drums,soft rock"
spotify:track:75nyQgntsm6IzWkb4G52bx,two hearts,phil collins,1998,false,0.589,0.808,0.0354,0.334,0.0514,0.736,155.599,204.09,"rock drums,soft rock"
spotify:track:4YwbSZaYeYja8Umyt222Qf,you can't hurry love - 2016 remaster,phil collins,1982,false,0.62,0.936,0.0308,0.0261,0.0679,0.763,97.527,175.75,"rock drums,soft rock"
spotify:track:4iJbPiaAz4BUDMlWzosfWJ,true colors,phil collins,1998,false,0.634,0.42,0.0363,0.101,0.0876,0.519,172.084,273.93,"rock drums,soft rock"
spotify:track:247PtUni9B4UI4da7JH2Uu,one more night,phil collins,1998,false,0.54,0.41,0.0308,0.765,0.115,0.323,136.265,286.36,"rock drums,soft rock"
spotify:track:2ZIzyHDYsXIHUojfr6bAbO,don't lose my number - 2016 remaster,phil collins,1985,false,0.585,0.832,0.0814,0.168,0.0634,0.952,80.614,288.55,"rock drums,soft rock"
spotify:track:3597XbK7cHfyEBHrmbkujE,think twice,brook benton,2016,false,0.449,0.195,0.0341,0.946,0.119,0.302,80.573,168.07,"rhythm and blues,southern soul"
spotify:track:6TMMeb0Ir1GVa3ZCYag74X,the boll weevil song,brook benton,2011,false,0.795,0.144,0.208,0.468,0.0708,0.911,139.888,171.69,"rhythm and blues,southern soul"
spotify:track:1KxnWLIsj61EWmZbH2A7KV,kiddio,brook benton,2016,false,0.796,0.258,0.056,0.779,0.165,0.713,112.356,153.1,"rhythm and blues,southern soul"
spotify:track:6mrrkAbeZ5jyCT9qTm251Q,"baby, you got what it takes",brook benton,2015,false,0.533,0.448,0.177,0.636,0.117,0.877,134.93,195.28,"rhythm and blues,southern soul"
spotify:track:0xImO2GMlFLYSg4eDFcz1p,our day will come - single version,ruby and the romantics,2002,false,0.466,0.455,0.0269,0.756,0.148,0.644,93.123,150.59,rhythm and blues
spotify:track:50jxuJ7lkylYxorvq2qyrd,dear lady twist,gary u.s. bonds,2012,false,0.442,0.953,0.173,0.125,0.302,0.932,138.442,150.57,rhythm and blues
spotify:track:73QrH5GoOXsiCNOMmWvh4k,quarter to three,gary u.s. bonds,1998,false,0.479,0.837,0.205,0.924,0.891,0.884,165.371,150.4,rhythm and blues
spotify:track:5zrvcHnDnuYqB3AJiONidX,school is out,gary u.s. bonds,2015,false,0.549,0.774,0.0686,0.95,0.389,0.965,73.704,149.4,rhythm and blues
spotify:track:5QwhBTS2W6mmCOZ6W5MSHd,"twist, twist senora",gary u.s. bonds,1998,false,0.504,0.815,0.0576,0.657,0.853,0.877,186.68,157.89,rhythm and blues
spotify:track:3enW9b6zYr7LSZ0szG131u,x-files theme (skitz radio mix),"triple x, nick skitz",1995,false,0.438,0.776,0.0345,0.000668,0.32,0.459,156.863,210.33,remix product
spotify:track:4MzXwWMhyBbmu6hOcLVD49,dákiti,"bad bunny, jhayco",2020,true,0.731,0.573,0.0544,0.401,0.113,0.145,109.928,205.09,"reggaeton,trap latino,urbano latino,reggaeton,trap latino,urbano latino"
spotify:track:7COfe3P7KgfwDwIRB8LIDw,mi gente,"j balvin, willy william",2018,false,0.548,0.703,0.0772,0.0168,0.143,0.286,104.666,185.04,"reggaeton,reggaeton colombiano,trap latino,urbano latino,pop dance"
spotify:track:7aJZxI6TVdIvQSuWxQ4rqp,i can see clearly now,jimmy cliff,2002,false,0.799,0.662,0.0347,0.00482,0.0484,0.717,120.082,196,"reggae,roots reggae"
spotify:track:6JRLFiX9NJSoRRKxowlBYr,is this love,bob marley & the wailers,1978,false,0.776,0.561,0.103,0.111,0.067,0.743,122.246,232.2,"reggae,roots reggae"
spotify:track:6A9mKXlFRPMPem6ygQSt7z,three little birds,bob marley & the wailers,1977,false,0.814,0.482,0.0588,0.0111,0.0476,0.615,148.404,180.27,"reggae,roots reggae"
spotify:track:7BfW1eoDh27W69nxsmRicb,buffalo soldier,bob marley & the wailers,1983,false,0.929,0.463,0.308,0.143,0.0634,0.755,124.084,255.84,"reggae,roots reggae"
spotify:track:4vfzROmNsxedKICcHod5Rh,here comes the hotstepper,ini kamoze,2001,false,0.852,0.537,0.114,0.0328,0.229,0.483,100.369,244.81,"reggae,reggae fusion,roots reggae"
spotify:track:6LiK3fDottplOUsLHfhXto,here comes the hotstepper,ini kamoze,2014,false,0.882,0.456,0.19,0.0178,0.126,0.452,100.362,249.07,"reggae,reggae fusion,roots reggae"
spotify:track:1SssFw74DdHVjRa6ADggdD,sweat (a la la la la long),inner circle,2010,false,0.787,0.728,0.218,0.0124,0.157,0.94,173.026,227.07,"reggae,reggae fusion"
spotify:track:0qeKzbUsW0V4ZWRJrHNiD3,bad boys (theme from cops),inner circle,2010,false,0.781,0.722,0.0667,0.236,0.077,0.533,87.858,229.37,"reggae,reggae fusion"
spotify:track:1Rvl8qsKJurfFTyWLBI9ib,"baby, i love your way",big mountain,1999,false,0.651,0.747,0.0699,0.0528,0.207,0.776,147.518,249.52,"reggae,reggae fusion"
