track_uri,track_name,artist_name,release_year,explicit,danceability,energy,speechiness,acousticness,liveness,valence,tempo,track_duration_s,genres
spotify:track:6KPMiBhU6O9RBImTQXQNCe,get down (you're the one for me) - lp edit no rap,backstreet boys,1996,false,0.777,0.94,0.0407,0.0736,0.135,0.749,113.015,230.39,"boy band,dance pop,pop"
spotify:track:221LRlPHPuevgE1tuUlof9,i want you back - radio edit,*nsync,1997,false,0.751,0.939,0.0466,0.0521,0.477,0.905,112.041,200.44,"boy band,dance pop,pop"
spotify:track:2yiZyjMEByt9sJBZWnWaDR,bye bye bye,*nsync,2005,false,0.571,0.87,0.0644,0.0198,0.0564,0.811,172.716,199.64,"boy band,dance pop,pop"
spotify:track:46n2EGFnPC3tzWCN1Aqe26,this i promise you,*nsync,2000,false,0.55,0.587,0.0329,0.354,0.128,0.466,165.975,284.76,"boy band,dance pop,pop"
spotify:track:5TxdQaqp2Xn9IBTlfq26l7,girlfriend,*nsync,2001,false,0.745,0.807,0.0884,0.0887,0.0283,0.858,93.967,253.6,"boy band,dance pop,pop"
spotify:track:4r8lRYnoOGdEi6YyI5OC1o,bye bye bye,*nsync,2000,false,0.614,0.928,0.0516,0.0408,0.0845,0.879,172.656,200.56,"boy band,dance pop,pop"
spotify:track:73q3FpQVXWk5eSUnyo83E4,tearin' up my heart - radio edit,*nsync,1997,false,0.687,0.918,0.0392,0.00211,0.344,0.747,110.06,209.4,"boy band,dance pop,pop"
spotify:track:35zGjsxI020C2NPKp2fzS7,it's gonna be me,*nsync,2000,false,0.644,0.874,0.0801,0.0459,0.0584,0.882,165.09,191.04,"boy band,dance pop,pop"
spotify:track:4OnZR9U5JRFGF1Yza9j579,i can love you like that,all-4-one,2005,false,0.635,0.712,0.0283,0.0811,0.322,0.423,91.024,257.96,"boy band,contemporary r&b,r&b"
spotify:track:3V0PeMg2mhbYRtk9bioAwF,i swear,all-4-one,2005,false,0.532,0.407,0.0233,0.235,0.117,0.23,83.207,259.85,"boy band,contemporary r&b,r&b"
spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,no diggity,"blackstreet, dr. dre, queen pen",1996,false,0.867,0.646,0.288,0.303,0.279,0.67,88.634,304.6,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary,g funk,gangster rap,hip hop,rap,west coast rap,hip pop,lgbtq+ hip hop"
spotify:track:0AvV49z4EPz5ocYN7eKGAK,no diggity,"blackstreet, dr. dre, queen pen",1996,false,0.868,0.646,0.288,0.303,0.284,0.67,88.641,304.6,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary,g funk,gangster rap,hip hop,rap,west coast rap,hip pop,lgbtq+ hip hop"
spotify:track:72OrfuJ9RxfLCoqAMeKHCZ,candy girl,new edition,1983,false,0.839,0.623,0.108,0.346,0.314,0.668,103.799,235.37,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary"
spotify:track:3l3xTXsUXeWlkPqzMs7mPD,end of the road,boyz ii men,1991,false,0.641,0.428,0.024,0.0666,0.0579,0.53,149.705,351.47,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary"
spotify:track:3ZxhEGcEmCuwyBzwqCa7oW,end of the road,boyz ii men,2009,false,0.561,0.579,0.0243,0.0343,0.0673,0.55,74.822,349.64,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary"
spotify:track:2pM15qcmuGUPslSRsvvm7v,i’ll make love to you,boyz ii men,2011,false,0.463,0.621,0.0291,0.189,0.086,0.218,140.647,237.31,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary"
spotify:track:6XriyFFLuomM8z2qmKKmpl,in the still of the nite (i'll remember),boyz ii men,2001,false,0.518,0.259,0.0352,0.771,0.371,0.242,78.105,169.31,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary"
spotify:track:3hQ3u1yJvWKCOZzUHVzYxS,4 seasons of loneliness,boyz ii men,1997,false,0.592,0.489,0.0385,0.806,0.116,0.196,98.47,292.4,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary"
spotify:track:4Gmkqn3V7IMTkOmmiX7cbb,on bended knee,boyz ii men,1994,false,0.632,0.513,0.0336,0.377,0.118,0.185,116.629,329.8,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary"
spotify:track:7dfl9X38RhIvB3oSmmneq3,i'll make love to you,boyz ii men,1994,false,0.559,0.49,0.0247,0.104,0.099,0.201,142.445,236.76,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary"
spotify:track:6aOKVfqnOFeglptmhhL6bG,gangsta,bell biv devoe,2010,false,0.743,0.813,0.0706,0.00262,0.227,0.694,111.168,260.94,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary"
spotify:track:0OH5ZegnMYV119OvFiKT9Z,if i ever fall in love,"shai, bill appleberry",1992,false,0.631,0.304,0.0349,0.0949,0.285,0.183,128.019,289.69,"boy band,contemporary r&b,new jack swing,r&b"
spotify:track:1kPBHRXyXdrtYfUfeRwBko,i wanna sex you up - single mix,color me badd,1991,false,0.551,0.591,0.12,0.00549,0.0416,0.474,201.81,236.95,"boy band,contemporary r&b,new jack swing"
spotify:track:2iKqwKmrqwSkuqCJHp6uqO,i wanna sex you up,color me badd,2015,false,0.535,0.703,0.101,0.00398,0.0637,0.472,201.856,246.36,"boy band,contemporary r&b,new jack swing"
spotify:track:4XmsMIMjvDIFEjeY3ycMzW,all 4 love,color me badd,1991,false,0.807,0.75,0.0315,0.0346,0.149,0.797,106.389,211.49,"boy band,contemporary r&b,new jack swing"
spotify:track:5IFCyWplye09HytIP80RCF,too close,next,1997,true,0.847,0.402,0.0641,0.0118,0.283,0.752,99.693,259.44,"boy band,contemporary r&b,minneapolis sound,new jack swing,r&b,urban contemporary"
spotify:track:74jMwg2zsFMICzW3Wems6h,"bump, bump, bump (feat. p. diddy)","b2k, diddy",2004,false,0.833,0.681,0.215,0.0956,0.0414,0.887,95.48,282.53,"boy band,contemporary r&b,hip pop,r&b,urban contemporary,dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap"
spotify:track:2BSt27MzeOJH13Y9k6N4e8,anything,3t,2014,false,0.686,0.453,0.0324,0.427,0.286,0.647,131.978,321,"boy band,contemporary r&b"
spotify:track:23QoOLhWKM7AdVgEWLGkKl,i need you,3t,1995,false,0.582,0.276,0.0286,0.898,0.0916,0.198,126.003,234.67,"boy band,contemporary r&b"
spotify:track:7pf4fveVxB7uQQhP9sYOSO,greatest hits megamix - jewels & stone remix,"five, queen, steve mac, stargate, cutfather & joe",2003,false,0.497,0.883,0.0689,0.0365,0.927,0.61,101.994,659,"boy band,classic rock,glam rock,rock,norwegian pop"
spotify:track:4SLF9XoKaFRHyJmBJm7RMi,we will rock you - radio edit,"five, queen",2003,false,0.554,0.856,0.202,0.0184,0.216,0.381,179.909,189.27,"boy band,classic rock,glam rock,rock"
spotify:track:0Yg9xipP8POqZetnhGh8x6,when you tell me that you love me (with diana ross),"westlife, diana ross",2005,false,0.532,0.554,0.0301,0.295,0.3,0.107,74.916,236.24,"boy band,adult standards,disco,motown,quiet storm,soft rock,soul"
spotify:track:5giCRvTkp5GV5UIAORAOof,if i let you go - radio edit,westlife,1999,false,0.579,0.697,0.0287,0.00575,0.0775,0.64,181.995,221.53,boy band
spotify:track:4suhxpsuFo9CdUVyOYB6Kl,swear it again - radio edit,westlife,2011,false,0.57,0.586,0.0297,0.333,0.12,0.327,130.099,247.63,boy band
spotify:track:7wdLZdLzaYCkUvxkPhFP4Q,you raise me up,westlife,2005,false,0.129,0.358,0.0314,0.631,0.0886,0.172,75.048,241.07,boy band
spotify:track:2ENx9vLmbagrc0yDY1j0BN,uptown girl - radio edit,westlife,2001,false,0.649,0.9,0.0311,0.0108,0.523,0.893,128.995,186,boy band
spotify:track:5t3oszlshIPTzpAwcCMqgw,when you're looking like that - single remix,westlife,2000,false,0.597,0.945,0.0497,0.018,0.0654,0.939,147.908,232.83,boy band
spotify:track:1cy5US2dffz6QGBAIzOGkq,i'll be loving you (forever),new kids on the block,1988,false,0.597,0.282,0.0256,0.285,0.105,0.301,134.797,263.93,boy band
spotify:track:4buDeg67vos7KP1yHrS9wl,you got it (the right stuff),new kids on the block,1988,false,0.787,0.522,0.0578,0.0126,0.0671,0.923,111.576,249.96,boy band
spotify:track:2QqbBVwpyJn7SL7thga35w,tonight,new kids on the block,1990,false,0.469,0.386,0.0272,0.103,0.291,0.383,102.476,207.47,boy band
spotify:track:16flEBCtUF67V5yO0GxYWn,hangin' tough,new kids on the block,1988,false,0.763,0.552,0.0449,0.119,0.28,0.744,90.775,256.56,boy band
spotify:track:2ofxsiYWpiQTq5nTiTjmZH,this time around,hanson,2005,false,0.308,0.895,0.103,0.0795,0.135,0.328,164.277,257.97,boy band
spotify:track:31x8mYFOwQJtzE4y5di0Tl,where's the love,hanson,2005,false,0.591,0.978,0.0546,0.00187,0.134,0.57,115.812,252.35,boy band
spotify:track:44AiNlGSY8Uf43EAeHpoOC,i will come to you,hanson,2005,false,0.43,0.756,0.0441,0.0861,0.116,0.39,139.804,250.65,boy band
spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,mmmbop,hanson,1997,false,0.683,0.937,0.0449,0.00481,0.07,0.619,104.879,268.65,boy band
spotify:track:3vX0Pgq958yDE2LGp2Z2X7,if only,hanson,2005,false,0.544,0.985,0.0684,0.00307,0.0968,0.738,105.975,270.43,boy band
spotify:track:3bDpEvIfU5lk8Hd066WSuN,keep on movin',"five, steve mac",2003,false,0.744,0.851,0.0336,0.0389,0.0722,0.961,135.014,197.33,boy band
spotify:track:48gAcPH3stFshFnGDvo6SQ,keep on movin',"five, steve mac",2001,false,0.74,0.852,0.0328,0.0305,0.0778,0.963,135.035,197.03,boy band
spotify:track:6W04EMrXtUum6yhcxkUGJJ,when the lights go out - radio edit,"five, cutfather & joe",2003,false,0.849,0.819,0.0336,0.0553,0.175,0.951,104.003,249.93,boy band
spotify:track:6sjNqhfajowPKi2wH50yI6,let's dance - radio edit,five,2003,false,0.629,0.853,0.0932,0.00854,0.413,0.562,117.992,218.07,boy band
spotify:track:2IA4WEsWAYpV9eKkwR2UYv,everybody get up - radio edit,five,2003,false,0.728,0.885,0.0966,0.00121,0.113,0.609,96,183.84,boy band
spotify:track:4hwp60UEuCH6JjqbPCqk1R,got the feelin' - radio edit,five,2003,false,0.762,0.879,0.119,0.0547,0.144,0.861,98.591,208.47,boy band
spotify:track:3cd1ImkXWJdXmWQnpvvUEC,if ya gettin' down,five,2003,false,0.819,0.799,0.0398,0.0556,0.389,0.932,110.798,179.93,boy band
spotify:track:2E9Zp0uxsOmqbmy0C6Fi4N,forever - lady of soul,damage,1998,false,0.561,0.354,0.0494,0.54,0.771,0.408,130.642,449.8,boy band
spotify:track:5432DTrALeRWjISDKhCO8A,father and son,boyzone,1995,false,0.518,0.331,0.0279,0.302,0.123,0.146,146.048,168.07,boy band
spotify:track:2uuW3roQlIXlp8V59Cd08Q,you needed me,boyzone,2003,false,0.583,0.499,0.0284,0.465,0.154,0.289,132.021,208.77,boy band
spotify:track:2AlVWg58iy4Cx6KqD0XYu2,picture of you,boyzone,1996,false,0.768,0.919,0.0416,0.109,0.366,0.862,116.649,206.04,boy band
spotify:track:2GBoo6ufWtMy1s6lqgbjJ8,love me for a reason,boyzone,1995,false,0.431,0.721,0.0528,0.063,0.12,0.668,156.12,218.13,boy band
spotify:track:5x0rQU3Bd0ZlH2OiIvZQFz,no matter what,boyzone,1998,false,0.704,0.417,0.0243,0.187,0.137,0.532,92.726,274.27,boy band
spotify:track:0OJtYfqiz0Xn53o2TnySQC,all rise,blue,2004,false,0.738,0.692,0.0315,0.123,0.126,0.94,97.99,224.13,boy band
spotify:track:5JHbwrC8KTnsxfKkWJx09p,too close,blue,2001,false,0.789,0.761,0.0377,0.00673,0.0372,0.735,102.422,226.85,boy band
spotify:track:4UE8T2GKceEaNhn5ORTkyo,caught in the middle,a1,2001,false,0.519,0.874,0.034,0.0524,0.243,0.572,96.072,206.47,boy band
spotify:track:7BHPfjnhrmPLcnAL3mx6cT,the hardest thing,98º,1998,false,0.723,0.48,0.0282,0.154,0.0672,0.571,87.99,274.63,boy band
spotify:track:6BoueSxgJU2heOvYVDTBuk,i do (cherish you),98º,1998,false,0.573,0.431,0.0362,0.613,0.27,0.28,81.013,228.07,boy band
spotify:track:6PuaQbH3oPmj9XojS0SRaO,the hardest thing,98º,1998,false,0.721,0.498,0.0274,0.182,0.0769,0.558,88.007,274.6,boy band
spotify:track:4zrl5YGi2OqMar45Kdn4BM,take me to the clouds above - lmc vs. u2 / radio edit,"lmc, u2",2004,false,0.668,0.905,0.038,0.00232,0.141,0.667,128.658,171.55,"bouncy house,uk dance,irish rock,permanent wave,rock"
spotify:track:08jn5cU454h8B5QcdtpU1O,summer rain,slinkee minx,2006,false,0.665,0.932,0.0318,0.000811,0.122,0.801,130.04,254.39,bouncy house
spotify:track:61cH3Ou7shdOhyWoYKIpym,mother mother,tracy bonham,2015,false,0.371,0.674,0.0709,0.0135,0.208,0.551,174.567,180.65,"boston rock,lilith"
spotify:track:2F5r18ZlLUBqnt0jjhhETm,the impression that i get,the mighty mighty bosstones,1997,false,0.419,0.945,0.119,0.0985,0.23,0.695,181.175,194.76,"boston punk,boston rock,punk,ska,ska punk,skate punk"
spotify:track:13BRH2RILNifFRNTXbLUka,the rascal king,the mighty mighty bosstones,1997,false,0.544,0.846,0.0389,0.00846,0.192,0.969,88.187,166.13,"boston punk,boston rock,punk,ska,ska punk,skate punk"
spotify:track:4aX4pkZnzrqGDQ2S2XJsmQ,jerusalema (feat. burna boy & nomcebo zikode) - remix,"master kg, nomcebo zikode, burna boy",2020,false,0.837,0.449,0.0554,0.0301,0.0604,0.825,124.021,328,"bolobedu house,south african house,afro soul,south african pop,afrobeats,dancehall,nigerian hip hop,nigerian pop"
spotify:track:2iXcvnD3d1gfLBum0cE5Eg,tutti frutti,little richard,1957,false,0.555,0.658,0.0541,0.793,0.118,0.937,184.835,144.23,"blues,rock-and-roll,rockabilly,soul"
spotify:track:5WRFCQ3VJEQ4byX7OmsuSt,memphis,lonnie mack,2008,false,0.521,0.774,0.0264,0.136,0.0739,0.971,100.954,152,"blues,electric blues,modern blues,texas blues"
spotify:track:4fQMGlCawbTkH9yPPZ49kP,green onions,booker t. & the m.g.'s,1962,false,0.816,0.514,0.0339,0.767,0.0899,0.912,136.837,176.33,"blues,classic soul,instrumental funk,instrumental soul,memphis soul,soul,southern soul,traditional blues"
spotify:track:2Bfk3vFoMmbAUqpJbA3N06,time is tight,booker t. & the m.g.'s,2009,false,0.778,0.524,0.0424,0.0808,0.108,0.96,134.561,194.92,"blues,classic soul,instrumental funk,instrumental soul,memphis soul,soul,southern soul,traditional blues"
spotify:track:06yzME6dtXmBFO4DB5rVaT,soul limbo,booker t. & the m.g.'s,1968,false,0.703,0.663,0.0415,0.109,0.0831,0.974,124.299,142.11,"blues,classic soul,instrumental funk,instrumental soul,memphis soul,soul,southern soul,traditional blues"
spotify:track:4jQeRmhgPq8EnkaMXIzvDN,cocaine,j.j. cale,2007,false,0.802,0.439,0.0428,0.377,0.12,0.596,103.681,171.76,"blues,blues rock,folk rock,roots rock,singer-songwriter"
spotify:track:1eTvclQOV0QMNDDwFfPCpu,roll on,j.j. cale,2009,false,0.521,0.767,0.0289,0.554,0.191,0.865,162.016,284.36,"blues,blues rock,folk rock,roots rock,singer-songwriter"
spotify:track:7FgjfoVQ6Wn1Nm53N5Upn8,crazy mama,j.j. cale,1972,false,0.828,0.0786,0.0418,0.7,0.0769,0.485,96.178,142.87,"blues,blues rock,folk rock,roots rock,singer-songwriter"
spotify:track:3qt3ybU6MScMxMKL2TYBvt,no particular place to go,chuck berry,1964,false,0.596,0.791,0.0446,0.425,0.0886,0.98,129.237,163,"blues,blues rock,classic rock,rock,rock-and-roll,rockabilly,soul"
spotify:track:6TXnGAr6DLVYshIrMeP0lZ,route 66,chuck berry,1961,false,0.686,0.692,0.0419,0.902,0.104,0.962,79.071,171.41,"blues,blues rock,classic rock,rock,rock-and-roll,rockabilly,soul"
spotify:track:2QfiRTz5Yc8DdShCxG1tB2,johnny b. goode,chuck berry,1959,false,0.534,0.803,0.0743,0.741,0.307,0.969,167.983,161.56,"blues,blues rock,classic rock,rock,rock-and-roll,rockabilly,soul"
spotify:track:6IWxHgVbdKyUMydhVGXRaT,on the road again,canned heat,1987,false,0.496,0.156,0.0419,0.777,0.232,0.205,129.524,206.33,"blues,blues rock,classic rock,country rock,electric blues,folk rock,psychedelic rock,traditional blues"
spotify:track:57460SJgSpCXaRJ9YIYHxy,going up the country,canned heat,1987,false,0.653,0.239,0.0453,0.806,0.132,0.765,80.392,171.37,"blues,blues rock,classic rock,country rock,electric blues,folk rock,psychedelic rock,traditional blues"
spotify:track:1xKQbqQtQWrtQS47fUJBtl,piece of my heart,"big brother & the holding company, janis joplin",1968,false,0.443,0.727,0.145,0.263,0.169,0.566,160.82,253.33,"blues rock,folk rock,psychedelic rock,album rock,classic rock,hard rock,psychedelic rock,rock"
spotify:track:4eh67nubmsyFPzcST1yFw8,it's a hard rain gonna fall,leon russell,1997,false,0.677,0.467,0.0306,0.375,0.0797,0.855,85.785,311,"blues rock,country rock,folk,folk rock,mellow gold,outlaw country,piano rock,roots rock,singer-songwriter,southern rock,swamp rock"
spotify:track:3i3GeK0qLQybu4ah42YmCY,smooth (feat. rob thomas),"santana, rob thomas",2007,false,0.612,0.924,0.0316,0.159,0.103,0.96,115.953,295.99,"blues rock,classic rock,mexican classic rock,neo mellow,pop rock,post-grunge"
spotify:track:0n2SEXB2qoRQg171q7XqeW,smooth (feat. rob thomas),"santana, rob thomas",1999,false,0.609,0.923,0.0338,0.16,0.295,0.961,115.996,294.99,"blues rock,classic rock,mexican classic rock,neo mellow,pop rock,post-grunge"
spotify:track:7xq4NAM0ukz7QqK0cBqpzt,just feel better (feat. steven tyler),"santana, steven tyler",2007,false,0.436,0.869,0.0457,0.0777,0.0895,0.456,160.334,252.31,"blues rock,classic rock,mexican classic rock,modern country rock"
spotify:track:3XKIUb7HzIF1Vu9usunMzc,maria maria (feat. the product g&b),"santana, the product g&b",1999,false,0.777,0.601,0.126,0.0406,0.0348,0.68,97.911,261.97,"blues rock,classic rock,mexican classic rock"
spotify:track:5Hv1QAbRWrUSUHaT0CmnMS,into the night (feat. chad kroeger),"santana, chad kroeger",2007,false,0.595,0.844,0.0331,0.0137,0.234,0.603,127.981,222.44,"blues rock,classic rock,mexican classic rock"
spotify:track:7CQXyFX44CXmnuq8Bi9Dyc,get together,the youngbloods,1967,false,0.542,0.492,0.0256,0.467,0.0863,0.58,103.064,279.28,"blues rock,classic garage rock,country rock,folk rock,psychedelic rock,singer-songwriter"
spotify:track:0sDqo9UPzPUtu9wEkI3zRB,the weight - remastered,the band,1968,false,0.63,0.519,0.0528,0.225,0.0974,0.502,143.942,278.63,"blues rock,classic canadian rock,classic rock,cosmic american,country rock,folk,folk rock,heartland rock,jam band,mellow gold,rock,roots rock,southern rock,swamp rock"
spotify:track:5vVZaiK2mIL9WE1GWikOE6,down down,status quo,1975,false,0.47,0.899,0.0333,0.113,0.287,0.213,89.506,324.96,"blues rock,british blues,glam rock"
spotify:track:6dlSljMwN2mVE9cuGTAhTz,roll over lay down,status quo,1973,false,0.596,0.467,0.0514,0.000905,0.314,0.25,126.341,342.76,"blues rock,british blues,glam rock"
spotify:track:7FOcu94jz6V90KW4Y7Vdyc,wild side of life,status quo,1976,false,0.636,0.872,0.0269,0.158,0.329,0.956,141.789,198.49,"blues rock,british blues,glam rock"
spotify:track:0DnGfA1r8pAssJCuq4ojla,still got the blues,gary moore,1990,false,0.189,0.39,0.0353,0.257,0.122,0.32,169.563,370.87,"blues rock,british blues,electric blues"
spotify:track:5TpNKy3cNoLnMNEyP2L0Ox,friday on my mind,gary moore,1987,false,0.471,0.905,0.0593,0.0319,0.115,0.541,160.255,251.6,"blues rock,british blues,electric blues"
spotify:track:631AQDVTn4ZJRBFDeFMlZ4,hole in my shoe,traffic,1967,false,0.493,0.721,0.0368,0.406,0.0713,0.334,101.666,181.27,"blues rock,british blues,classic rock,country rock,folk rock,mellow gold,progressive rock,psychedelic rock"
spotify:track:5f1joOtoMeyppIcJGZQvqJ,be like that - feat. swae lee & khalid,"kane brown, swae lee, khalid",2020,false,0.727,0.626,0.0726,0.0469,0.126,0.322,86.97,191.41,"black americana,contemporary country,country,country road,melodic rap,rap,trap,pop,pop r&b"
spotify:track:312A8WfROSLvZbMDHBUPDp,fit but you know it,the streets,2004,true,0.68,0.844,0.299,0.23,0.0305,0.895,172.302,254.27,"birmingham hip hop,uk garage"
spotify:track:3iWmHAl4xCwlBaUSayCID5,bring it back - original mix,"will sparks, joel fletcher",2013,false,0.814,0.883,0.112,0.00537,0.26,0.442,128.026,301.85,"big room,dutch house,melbourne bounce,melbourne bounce international,progressive electro house,deep minimal techno,melbourne bounce,melbourne bounce international"
spotify:track:4oJlQHvcgGMcnPdEsDVqNq,catch - radio edit,will sparks,2014,false,0.532,0.659,0.437,0.00505,0.307,0.586,127.339,176.24,"big room,dutch house,melbourne bounce,melbourne bounce international,progressive electro house"
spotify:track:2bNQrGahsaYjrQIFGsMFmt,follow me,"hardwell, jason derulo",2015,false,0.507,0.786,0.0502,0.0127,0.0675,0.428,128.069,200.01,"big room,dutch house,edm,electro house,pop dance,progressive electro house,progressive house,dance pop,pop"
spotify:track:6ThZMk79exIUyB7JIbbOH9,get up (rattle) - radio edit,"bingo players, far east movement",2013,false,0.801,0.985,0.0647,0.0205,0.297,0.72,127.99,166.93,"big room,dutch house,edm,electro house,melbourne bounce,pop dance,progressive electro house,progressive house,asian american hip hop,dance pop,pop rap"
spotify:track:1q4y46jcnwkWZPj1Qz7u4W,devotion,bingo players,2009,false,0.829,0.656,0.0586,0.000156,0.0475,0.285,127.993,215.77,"big room,dutch house,edm,electro house,melbourne bounce,pop dance,progressive electro house,progressive house"
spotify:track:2o1snIISD13qYK7JiFFIR8,get up (rattle) [feat. far east movement],bingo players,2013,false,0.801,0.985,0.0647,0.0205,0.298,0.722,127.992,166.93,"big room,dutch house,edm,electro house,melbourne bounce,pop dance,progressive electro house,progressive house"
spotify:track:4IWLawtdMznqdOnbOR9cWW,legacy - radio edit,"nicky romero, krewella",2013,false,0.586,0.707,0.0456,0.0605,0.12,0.187,127.961,195.71,"big room,dutch edm,dutch house,edm,electro house,pop dance,progressive electro house,edm,electra,electro house,pop dance"
spotify:track:1YRjRHdl0aEtzHEn1uGi8k,what i did for love (feat. emeli sandé),"david guetta, emeli sandé",2014,false,0.494,0.721,0.0416,0.107,0.119,0.356,128.1,207.2,"big room,dance pop,edm,pop,pop dance,r&b,talent show,uk pop"
spotify:track:46NBoIAHrmR7qcUGCIFEjR,this one's for you (feat. zara larsson) (official song uefa euro 2016),"david guetta, zara larsson",2016,false,0.367,0.915,0.0488,0.0022,0.0905,0.365,110.169,207.27,"big room,dance pop,edm,pop,pop dance,pop,scandipop,swedish electropop,swedish pop"
spotify:track:3BKD1PwArikchz2Zrlp1qi,baby don't hurt me,"david guetta, anne-marie, coi leray",2023,false,0.602,0.91,0.0308,0.00126,0.12,0.228,127.944,140.02,"big room,dance pop,edm,pop,pop dance,pop,new jersey underground rap,trap queen"
spotify:track:2Y7TfYvqdCjWxpPytltqaR,baby don't hurt me,"david guetta, anne-marie, coi leray",2023,false,0.602,0.91,0.0308,0.00126,0.12,0.228,127.944,140.02,"big room,dance pop,edm,pop,pop dance,pop,new jersey underground rap,trap queen"
spotify:track:1WCEAGGRD066z2Q89ObXTq,crazy what love can do,"david guetta, becky hill, ella henderson",2022,false,0.601,0.713,0.0449,0.0282,0.158,0.464,122.872,169.76,"big room,dance pop,edm,pop,pop dance,pop dance,pop house,uk dance,uk pop,dance pop,pop dance,talent show,uk pop"
spotify:track:6lhZLbb0czULpjb2kFryPS,let's love,"david guetta, sia",2020,false,0.662,0.868,0.0341,0.00882,0.584,0.353,92.998,200.65,"big room,dance pop,edm,pop,pop dance,pop"
spotify:track:0TDLuuLlV54CkRRUOahJb4,titanium (feat. sia),"david guetta, sia",2012,false,0.604,0.787,0.103,0.0679,0.127,0.301,126.062,245.04,"big room,dance pop,edm,pop,pop dance,pop"
spotify:track:1SgdUjvppHnIp6L7DZSnwc,she wolf (falling to pieces) [feat. sia],"david guetta, sia",2012,false,0.492,0.857,0.0655,0.0841,0.344,0.393,129.973,222.5,"big room,dance pop,edm,pop,pop dance,pop"
spotify:track:33IOhptvC2Qoy2UhjiHXLV,flames,"david guetta, sia",2018,false,0.609,0.726,0.0414,0.0723,0.0895,0.362,93.958,195,"big room,dance pop,edm,pop,pop dance,pop"
spotify:track:77TT8Xvx637TpzV8kKGkUw,titanium (feat. sia),"david guetta, sia",2011,false,0.604,0.788,0.103,0.0678,0.127,0.301,126.06,245.04,"big room,dance pop,edm,pop,pop dance,pop"
spotify:track:2lYTJK94hb0fd1LQtb6Dhk,don't leave me alone (feat. anne-marie),"david guetta, anne-marie",2018,false,0.659,0.738,0.0477,0.118,0.115,0.481,127.95,183.75,"big room,dance pop,edm,pop,pop dance,pop"
spotify:track:6qVXkG01rBYGfxIndGOQ3z,shot me down (feat. skylar grey) - radio edit,"david guetta, skylar grey",2014,false,0.347,0.772,0.0549,0.0597,0.115,0.035,192.118,191.41,"big room,dance pop,edm,pop,pop dance,piano rock,viral pop"
spotify:track:7qfwcqfGOkQYtzjF4UzJHM,shot me down (feat. skylar grey) - radio edit,"david guetta, skylar grey",2014,false,0.347,0.772,0.0549,0.0597,0.115,0.035,192.118,191.41,"big room,dance pop,edm,pop,pop dance,piano rock,viral pop"
spotify:track:331l3xABO0HMr1Kkyh2LZq,i don't wanna wait,"david guetta, onerepublic",2024,false,0.681,0.714,0.0309,0.0375,0.232,0.554,129.976,149.67,"big room,dance pop,edm,pop,pop dance,piano rock,pop"
spotify:track:53Y0kdCa1CZ9gRqEuknfwy,bang my head (feat. sia & fetty wap),"david guetta, fetty wap, sia",2015,false,0.599,0.869,0.0789,0.0525,0.103,0.593,108.061,193.33,"big room,dance pop,edm,pop,pop dance,new jersey rap,pop rap,rap,southern hip hop,trap,pop"
spotify:track:6T27IN7Ai94BeDv6PPCmoC,turn me on (feat. nicki minaj),"david guetta, nicki minaj",2012,false,0.704,0.793,0.0591,0.0488,0.575,0.412,127.96,199.68,"big room,dance pop,edm,pop,pop dance,hip pop,pop,queens hip hop,rap"
spotify:track:7KPr0YxECy4Q1k2F17Sa0Q,memories (feat. kid cudi),"david guetta, kid cudi",2010,false,0.546,0.898,0.232,0.00158,0.229,0.466,130.002,210.84,"big room,dance pop,edm,pop,pop dance,hip hop,ohio hip hop,pop rap,rap"
spotify:track:5xYC48nOppVemY6U5GRGTb,memories (feat. kid cudi),"david guetta, kid cudi",2010,false,0.546,0.916,0.255,0.00144,0.251,0.375,129.983,210.85,"big room,dance pop,edm,pop,pop dance,hip hop,ohio hip hop,pop rap,rap"
spotify:track:3oXqk2a4oF0o1ZgnGxoEzW,little bad girl,"david guetta, taio cruz, ludacris",2011,false,0.73,0.75,0.0314,0.00595,0.31,0.514,127.005,193.15,"big room,dance pop,edm,pop,pop dance,dance pop,pop,pop rap,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap"
spotify:track:5XA1GxaSpkUDULweScK0Rf,gettin' over you (feat. fergie & lmfao),"david guetta, chris willis, fergie, lmfao",2010,false,0.62,0.87,0.0868,0.149,0.0705,0.513,130.079,187.43,"big room,dance pop,edm,pop,pop dance,dance pop,pop,dance pop,pop,pop rap"
